corredores.id-corredor,corredores.ageGroup,corredores.fullname,corredores.uri,corredores.nationality,corredores.sex,corredores.Club,corredores.Team,corredores.Sponsor(s),corredores.Description,corredores.Geral,corredores.20K,corredores.50K,corredores.100K,corredores.100m
5911828,45-49,Roberta BRAUNER,5911828.roberta.brauner,BR,F,,,,,346,,348,,
5165354,55-59,Solange RODRIGUES,5165354.solange.rodrigues,BR,F,,,,,371,372,,,
5924194,20-34,Beatriz DIAS,5924194.beatriz.dias,BR,F,,,,,283,285,,,
1476469,45-49,Adevan PEREIRA,1476469.adevan.pereira,BR,H,,,,,446,414,445,,
1729219,40-44,Joao ANDRADE,1729219.joao.andrade,BR,H,,,,,417,,,419,
5035007,55-59,Ana Maria RAGONESE,5035007.anamaria.ragonese,BR,F,,,,,438,439,,,
4911102,45-49,Thiago CAMPOS,4911102.thiago.campos,BR,H,,,,,338,,338,,
4298349,45-49,Renata PARRACHO,4298349.renata.parracho,BR,F,,,,,319,,319,,
764402,40-44,Alessandro ZEN,764402.alessandro.zen,BR,H,,,,,462,,464,,
5866476,50-54,Lucia NUNES,5866476.lucia.nunes,BR,F,,,,,355,356,,,
3898455,35-39,Gabriel TEIXEIRA REZENDE MATOS VERSIANI,3898455.gabriel.teixeirarezendematosversiani,BR,H,,,,,451,442,445,,
401412,45-49,Rosalia GUARISCHI,401412.rosalia.guarischi,BR,F,,,,,565,,563,532,525
1874775,40-44,Andre NADER,1874775.andre.nader,BR,H,,,,,498,,497,387,378
5906782,35-39,Nader FRANCIELE,5906782.nader.franciele,BR,F,,,,,386,,,387,
6023882,20-34,Arthur Luiz ALVES DE ARAUJO,6023882.arthurluiz.alvesdearaujo,BR,H,,,,,396,397,,,
6023884,20-34,Cybelle BELEM GONCALVES,6023884.cybelle.belemgoncalves,BR,F,,,,,396,397,,,
6023994,20-34,Pedro RODRIGUES,6023994.pedro.rodrigues,BR,H,,,,,388,389,,,
6024288,45-49,Carolina WERLE (KOTZAMANIDIS),6024288.carolina.werle-kotzamanidis-,BR,F,,,,,356,358,,,
6024352,35-39,Henrique OLIVEIRA,6024352.henrique.oliveira,BR,H,,,,,344,345,,,
6024360,35-39,Ricardo VILARINHO,6024360.ricardo.vilarinho,BR,H,,,,,342,343,,,
5951408,35-39,Emerson RAMOS,5951408.emerson.ramos,BR,H,,,,,453,455,,,
4248989,20-34,Brendon BRESSAN,4248989.brendon.bressan,BR,H,,,,,746,744,644,,
3214723,40-44,Diogo ADAMY BARRETO,3214723.diogo.adamybarreto,BR,H,,,,,490,490,459,,
634542,50-54,Cristovao GON�ALVES,634542.cristovao.goncalves,BR,H,,,,,446,445,425,,
5165298,35-39,Bruno LIMA,5165298.bruno.lima,BR,H,,,,,531,494,532,,366
5394354,55-59,Noemi SHIGETOMI,5394354.noemi.shigetomi,BR,F,,,,,320,321,,,
6005326,20-34,Raissa GOMES,6005326.raissa.gomes,BR,F,,,,,375,376,,,
4306720,50-54,Eduardo MARTINS DE CASTRO,4306720.eduardo.martinsdecastro,BR,H,,,,,430,411,431,,
5067769,40-44,Beatriz OGILVIE,5067769.beatriz.ogilvie,BR,F,,,,,544,542,440,443,
6006348,35-39,Magno VICTOR,6006348.magno.victor,BR,H,,,,,407,409,,,
4610812,20-34,Philippe DE OLIVEIRA,4610812.philippe.deoliveira,BR,H,,,,,403,404,,,
4948381,35-39,Daniel SILVA,4948381.daniel.silva,BR,H,,,,,569,571,540,,
5929488,35-39,Miki BASTOS,5929488.miki.bastos,BR,H,,,,,513,515,,,
1816333,20-34,Iago SAMPAIO MARCAL,1816333.iago.sampaiomarcal,BR,H,FitPoint Peru,THERA Centro de Rehabilitacion y Fisioterapia,,,563,523,562,477,452
4446412,45-49,Paula DE LIMA PEREIRA,4446412.paula.delimapereira,BR,F,,,,,389,388,325,,
2197587,50-54,Richard Herbert AYRES D�AS,2197587.richardherbert.ayresdias,BR,H,,,,,371,293,,371,
285423,45-49,Jose LECA,285423.jose.leca,BR,H,,,,,518,,519,478,
383918,45-49,Francisco DOS SANTOS,383918.francisco.dossantos,BR,H,,,,,742,650,742,,
392801,50-54,Ederson NUNES-SILVA,392801.ederson.nunessilva,BR,H,,,,,635,636,604,487,
395551,45-49,Celio AUGUSTO ROSA,395551.celio.augustorosa,BR,H,,,,,824,766,791,815,
395552,45-49,Marcio SOUZA,395552.marcio.souza,BR,H,,,,,597,,599,,
527044,40-44,Marcello MENDES MANENTE,527044.marcello.mendesmanente,BR,H,,,,,572,,574,,
543488,45-49,Elizabete PRADO,543488.elizabete.prado,BR,F,,,,,539,448,532,529,
574070,55-59,Paulo XAVIER,574070.paulo.xavier,BR,H,,,,,431,423,432,,
655118,45-49,Arthur CORDEIRO,655118.arthur.cordeiro,BR,H,Trailbeer/BFL Esportes,,,,639,600,630,637,478
655284,35-39,Leticia Da DA SILVA SALTORI,655284.leticiada.dasilvasaltori,BR,F,,Mountain School- Equipiazza - Kailash - UTMB Brasil,Mountain School- Equipiazza - Kailash- UTMB Brasil,,696,630,683,696,
757252,45-49,Trindade WASHINGTON,757252.trindade.washington,BR,H,,,,,429,,430,,
764952,45-49,Maria Aparecida CUNHA,764952.mariaaparecida.cunha,BR,F,,,,,626,,626,,
804192,45-49,Lara MARTINS,804192.lara.martins,BR,F,,,,,606,,597,,603
898021,35-39,Muller GON�ALVES,898021.muller.goncalves,BR,H,,JASPERMCG,,,497,,497,449,451
1134211,45-49,Diana BELLON,1134211.diana.bellon,BR,F,,,,,633,,636,575,
1152727,45-49,Renato FERREIRA,1152727.renato.ferreira,BR,H,,,,,598,489,597,568,
1359763,35-39,Rogerio SILVESTRIN,1359763.rogerio.silvestrin,BR,H,Go On Outdoor,Go On Outdoor,Go On Outdoor,,854,779,853,825,
1384077,35-39,Diego TALES,1384077.diego.tales,BR,H,no,no,no,,797,,800,774,
1389833,40-44,Alexandro Rodrigo VESMA,1389833.alexandrorodrigo.vesma,BR,H,,,,,655,602,656,,
1389959,35-39,Aluisio DA SILVA,1389959.aluisio.dasilva,BR,H,,,,,732,679,734,,
1526327,40-44,Gustavo Henrique Duarte SILVA,1526327.gustavohenriqueduarte.silva,BR,H,,,,,637,,640,587,
1636455,35-39,Jefferson ANTUNES,1636455.jefferson.antunes,BR,H,,,,,659,,660,,
1659571,40-44,Eliel BATISTA,1659571.eliel.batista,BR,H,,,,,702,680,702,,
1736743,20-34,Jonathan DOS SANTOS,1736743.jonathan.dossantos,BR,H,,,,,563,,519,565,482
1776039,45-49,Amilton SILVA,1776039.amilton.silva,BR,H,Go On Outdoor,,,,582,563,578,534,
1836077,45-49,Claudio Clasen SCHLINDWEIN,1836077.claudioclasen.schlindwein,BR,H,,Fetter Training / Urapazi,Sicoob / My Safe Sports,,751,,649,752,
1836279,20-34,Waldeir TAVARES DA SILVA,1836279.waldeir.tavaresdasilva,BR,H,,,,,598,,552,,
1894145,40-44,Akira ITO,1894145.akira.ito,BR,H,,Fit4Life,,,541,485,535,537,
1952451,60-64,Nicolau FERRACO,1952451.nicolau.ferraco,BR,H,,,,,463,,457,463,
2141081,20-34,Vicente MACHADO,2141081.vicente.machado,BR,H,,,,,760,677,749,752,
2269317,20-34,Rodrigo CHIQUITI,2269317.rodrigo.chiquiti,BR,H,,,,,603,,602,,
2352055,40-44,Igor FIGUEIREDO,2352055.igor.figueiredo,BR,H,,,,,522,,522,487,422
2421229,55-59,Sergio KOEPSEL,2421229.sergio.koepsel,BR,H,,,,,468,,467,457,
2496355,35-39,Isadora DE ALBUQUERQUE ROSSO,2496355.isadora.dealbuquerquerosso,BR,F,,,,,552,,554,,
2516099,50-54,Miriam DOS SANTOS,2516099.miriam.dossantos,BR,F,,,,,501,452,503,,
2617169,45-49,Rozelene PADILHA,2617169.rozelene.padilha,BR,F,,,,,631,633,546,,
2632131,40-44,Julio CESAR DA SILVA,2632131.julio.cesardasilva,BR,H,,,,,589,556,590,,
2687259,20-34,Leonardo Kenichi KOBAYASHI TOKU,2687259.leonardokenichi.kobayashitoku,BR,H,,,,,616,593,614,474,
3007671,35-39,Felipe SOUZA,3007671.felipe.souza,BR,H,,,,,566,568,490,405,
3087203,40-44,Ivania RAMBO,3087203.ivania.rambo,BR,F,,,,,698,598,678,697,
3455971,40-44,Elisangela PAZIAN MARTINS,3455971.elisangela.pazianmartins,BR,F,,,,,508,,510,,
3637107,50-54,Jose JOAO RODRIGUES,3637107.jose.joaorodrigues,BR,H,,,,,552,,554,,
3685429,45-49,Denise BARBOSA DOS SANTOS,3685429.denise.barbosadossantos,BR,F,,,,,456,,458,,
3736667,35-39,Vanessa MOREDO ALONSO,3736667.vanessa.moredoalonso,BR,F,,,,,570,564,570,,
3898221,40-44,Thiago Pereira ROCHA,3898221.thiagopereira.rocha,BR,H,,Teo Esportes ,,,618,,570,619,
3907927,20-34,Uira ZAMBONI,3907927.uira.zamboni,BR,H,,Team Carius,,,609,542,612,,
4248987,35-39,Guilherme MAGNUN JORGE FERNANDES,4248987.guilherme.magnunjorgefernandes,BR,H,,,,,634,,628,,
4337140,35-39,Raphael SANTOS SILVA,4337140.raphael.santossilva,BR,H,,,,,613,,615,,
4337160,40-44,Elizete APARECIDA MOL TAVARES,4337160.elizete.aparecidamoltavares,BR,F,,,,,566,,565,,
4337164,40-44,Leonardo REYNER ALTOMARE DE JESUS SILVA,4337164.leonardo.reyneraltomaredejesussilva,BR,H,,,,,584,,587,,
4337170,20-34,Isabel CAMPOS COELHO,4337170.isabel.camposcoelho,BR,F,,,,,499,,501,,
4366120,40-44,Fernanda BUCATER,4366120.fernanda.bucater,BR,F,,,,,523,519,511,,
4401320,40-44,Andre LUIZ MAPA,4401320.andre.luizmapa,BR,H,,,,,756,745,739,,
4401328,35-39,Marcus WILSON DE ALMEIDA,4401328.marcus.wilsondealmeida,BR,H,,,,,605,,607,,
4513344,45-49,Fatima Aparecida Zenha Baltazar FATINHA,4513344.fatimaaparecidazenhabaltazar.fatinha,BR,F,,,,,598,488,597,570,
4513346,20-34,Luiz CARLOS TORRES JUNIOR,4513346.luiz.carlostorresjunior,BR,H,,,,,640,643,540,,
4631734,40-44,Carlos EDUARDO DE ARA�JO,4631734.carlos.eduardodearaujo,BR,H,,,,,708,,707,,
4702466,40-44,Lucas LOPES,4702466.lucas.lopes,BR,H,,,,,533,,535,,
4747066,20-34,Henrique BORIM LEITE,4747066.henrique.borimleite,BR,H,,,,,538,489,540,,
4754098,45-49,Davi GOMES DA SILVA,4754098.davi.gomesdasilva,BR,H,,,,,673,609,676,,
4852662,55-59,Santos ALDENIR,4852662.santos.aldenir,BR,H,,,,,632,627,625,,
4853152,40-44,Eduardo JOSE DA SILVA,4853152.eduardo.josedasilva,BR,H,,,,,674,615,677,,
4914577,40-44,Gustavo Da Silva FERNANDES,4914577.gustavodasilva.fernandes,BR,H,,,,,640,,642,,
4914637,55-59,Marcio MOTTA,4914637.marcio.motta,BR,H,,�xito,ACADEMIA �XITO,,464,,465,,
4914661,35-39,Felipe LINS,4914661.felipe.lins,BR,H,Endorfina,Endorfina,,,511,,512,,
4914735,40-44,Rodrigo PEREIRA DE MELO,4914735.rodrigo.pereirademelo,BR,H,,BV RUN & TRI,,,624,559,623,,
4915021,35-39,L�o NASCIMENTO,4915021.leo.nascimento,BR,H,,,,,645,584,648,,
4915617,20-34,Douglas GOUVEA DA SILVA CORREA,4915617.douglas.gouveadasilvacorrea,BR,H,,,,,693,672,691,,
4943017,40-44,Leonardo CARDOZO,4943017.leonardo.cardozo,BR,H,,,,,474,309,475,,
4989708,35-39,Thiago CUNHA,4989708.thiago.cunha,BR,H,,,,,671,653,674,,
4989724,35-39,Marden ROCHA,4989724.marden.rocha,BR,H,,,,,558,,557,,
5016655,20-34,Adriano BRUNI,5016655.adriano.bruni,BR,H,,,,,558,,560,510,
5027146,45-49,Sandra ROSA OLIVEIRA,5027146.sandra.rosaoliveira,BR,F,,,,,475,,473,471,
5027222,45-49,Osney RODRIGUES DA SILVA RODOVALHO,5027222.osney.rodriguesdasilvarodovalho,BR,H,,,,,492,,494,,
5027338,45-49,Fabiano MIRANDA DE OLIVEIRA,5027338.fabiano.mirandadeoliveira,BR,H,,,,,542,,540,431,
5027420,35-39,Catiane KUGELMEIER,5027420.catiane.kugelmeier,BR,F,,,,,441,405,443,,
5243214,40-44,Thiago SILVA,5243214.thiago.silva,BR,H,,,,,519,,520,,
5319733,40-44,Bruno MORAES,5319733.bruno.moraes,BR,H,,,,,489,452,491,,
5331946,35-39,Wesley SOUZA,5331946.wesley.souza,BR,H,,,,,559,,560,,
5332002,45-49,Tulio ASSUN��O,5332002.tulio.assuncao,BR,H,,,,,485,485,471,,
5486050,45-49,Michel STORCK,5486050.michel.storck,BR,H,,,,,516,,518,,
5685140,45-49,Antonio JESUS DE QUEIROZ,5685140.antonio.jesusdequeiroz,BR,H,,,,,647,649,598,,
5802970,35-39,Emicelio CARDOSO,5802970.emicelio.cardoso,BR,H,,,,,609,,612,,
5803002,40-44,Igor CALIXTO,5803002.igor.calixto,BR,H,,,,,630,,632,,
5803188,40-44,Cleudiane SANTOS,5803188.cleudiane.santos,BR,F,,,,,520,521,490,,
5881850,20-34,Rudney ANDRE DA SILVA,5881850.rudney.andredasilva,BR,H,,,,,665,,667,,
5881854,40-44,Silvano PINTO,5881854.silvano.pinto,BR,H,,,,,650,,652,,
5881868,35-39,Raphael VERTELLO DOS SANTOS,5881868.raphael.vertellodossantos,BR,H,,,,,615,,618,,
5881872,35-39,Paulo HENRIQUE DA SILVA,5881872.paulo.henriquedasilva,BR,H,,,,,597,,600,,
5881884,45-49,Ademir PEDRO DE LIMA DA CRUZ,5881884.ademir.pedrodelimadacruz,BR,H,,,,,562,,565,,
5881890,50-54,Anderson F OLIVEIRA,5881890.anderson.foliveira,BR,H,,,,,548,,550,,
5881892,20-34,Estev�o FERREIRA LIMA,5881892.estevao.ferreiralima,BR,H,,,,,534,,536,,
5881900,20-34,Tadna DIAS SOUZA,5881900.tadna.diassouza,BR,F,,,,,506,,508,,
5881904,40-44,Daniel DE OLIVEIRA CAMPOS BAPTISTA,5881904.daniel.deoliveiracamposbaptista,BR,H,,,,,556,,558,,
5881908,20-34,Gabriel RABELLO,5881908.gabriel.rabello,BR,H,,,,,500,,502,,
5881910,20-34,Jonathan DE OLIVEIRA LIMA,5881910.jonathan.deoliveiralima,BR,H,,,,,500,,502,,
5881920,35-39,Jo�o PAULO DOS SANTOS BRANGIONI,5881920.joao.paulodossantosbrangioni,BR,H,,,,,491,,493,,
5881930,35-39,Claudio CLAUDIO,5881930.claudio.claudio,BR,H,,,,,475,,477,,
5881934,55-59,Adriano OTAVIO GOMES FIORINI,5881934.adriano.otaviogomesfiorini,BR,H,,,,,464,,466,,
5881936,45-49,Madon M�RCIO SILVA,5881936.madon.marciosilva,BR,H,,,,,461,,463,,
5881938,40-44,Thiago FONSECA,5881938.thiago.fonseca,BR,H,,PK Adventure Team,,,460,,462,,
5881940,50-54,Alessandro DINIZ,5881940.alessandro.diniz,BR,H,,,,,459,,461,,
5881948,35-39,Allan CRISTIAN FERREIRA,5881948.allan.cristianferreira,BR,H,,,,,449,,450,,
5881956,35-39,Vagner JERONIMO SANTOS,5881956.vagner.jeronimosantos,BR,H,,,,,432,,433,,
5881962,35-39,Gleycilene ROSIMERE LINHARES PESSOA,5881962.gleycilene.rosimerelinharespessoa,BR,F,,,,,415,,417,,
5881964,50-54,Valdimar EVANGELISTA,5881964.valdimar.evangelista,BR,H,,,,,414,,416,,
5882206,35-39,Wesley SOUZA SANTOS NOGUEIRA,5882206.wesley.souzasantosnogueira,BR,H,,,,,676,,679,,
5882208,35-39,Leandro ANT�NIO GOMES DE SOUZA,5882208.leandro.antoniogomesdesouza,BR,H,,,,,654,,657,,
5882210,45-49,Mauro DE PAULA,5882210.mauro.depaula,BR,H,,,,,641,,643,,
5882212,45-49,Jos� VIRGINIO DE MORAIS.,5882212.jose.virginiodemorais-,BR,H,,,,,639,,642,,
5882214,20-34,Gustavo BEZ CHLEBA,5882214.gustavo.bezchleba,BR,H,,,,,634,,636,,
5882216,45-49,Evaldo PAULINO DAMACENO,5882216.evaldo.paulinodamaceno,BR,H,,,,,618,,621,,
5882218,35-39,Maria CLARA RUSCHEL HILLMANN,5882218.maria.clararuschelhillmann,BR,F,,,,,599,,601,,
5882220,35-39,Willian DE PAULA SILVA,5882220.willian.depaulasilva,BR,H,,,,,595,,597,,
5882224,20-34,Marcos PAULO FERREIRA DA SILVA,5882224.marcos.pauloferreiradasilva,BR,H,,,,,503,,505,,
5882226,35-39,Paulo HENRIQUE DO NASCIMENTO FRAN�A,5882226.paulo.henriquedonascimentofranca,BR,H,,,,,501,,503,,
5882228,40-44,Fl�via FERREIRA,5882228.flavia.ferreira,BR,F,,,,,499,,501,,
5882230,20-34,Hugo LOPES,5882230.hugo.lopes,BR,H,,,,,489,,491,,
5882232,50-54,Eliana DA SILVA SALOM�O,5882232.eliana.dasilvasalomao,BR,F,,,,,478,,479,,
395519,45-49,George VOLPAO,395519.george.volpao,BR,H,,cascalho.cc,,,417,418,404,,
395593,45-49,Carlos EDUARDO MARINGOLI,395593.carlos.eduardomaringoli,BR,H,CM Ultra,CM Ultra,Eliane Ferriani Arquiteta,,464,408,462,432,444
543452,50-54,Francisco OTTONI PORTO,543452.francisco.ottoniporto,BR,H,Mont Blanc Assessoria Esportiva,Mont Blanc Assessoria Esportiva,Mont Blanc Assessoria Esportiva,,601,546,599,559,491
668126,55-59,Fabio MEDEIROS,668126.fabio.medeiros,BR,H,,,,,388,389,,327,
668141,55-59,Marco Aurelio BOSSETTO,668141.marcoaurelio.bossetto,BR,H,,MB RUNNING,,,434,375,417,433,380
764829,60-64,Valdecir DA SILVA,764829.valdecir.dasilva,BR,H,,,,,519,517,,,
1349163,40-44,Luiz CRISOSTOMO,1349163.luiz.crisostomo,BR,H,,,,,605,608,,,
1412591,35-39,Pedro MIRANDA ROLIM,1412591.pedro.mirandarolim,BR,H,,,,,657,517,656,633,413
1448243,40-44,Renato ZEBRAL,1448243.renato.zebral,BR,H,,,,,329,330,,,
2611427,35-39,Leandro SIMONI DE OLIVEIRA,2611427.leandro.simonideoliveira,BR,H,,,,,590,593,,,
2611487,40-44,Geber CHEIDA,2611487.geber.cheida,BR,H,,Minas Trail,,,489,463,489,,
2687573,45-49,Tania CASTRO ALVES,2687573.tania.castroalves,BR,F,,,,,490,478,489,,
3354645,60-64,Josu� SOUZA,3354645.josue.souza,BR,H,,,,,388,389,,,
3625569,60-64,Maria Aparecida DA SILVA,3625569.mariaaparecida.dasilva,BR,F,,,,,401,402,,,
3834533,20-34,Gabriel MENDES DA SILVA,3834533.gabriel.mendesdasilva,BR,H,,,,,599,602,515,,
3898333,40-44,Guilherme DE PAULA PELLUCCI,3898333.guilherme.depaulapellucci,BR,H,,,,,428,362,427,,
4401246,45-49,Wagner DE OLIVEIRA GOMES,4401246.wagner.deoliveiragomes,BR,H,,,,,535,483,536,446,
4460552,40-44,Fabio PAZOS,4460552.fabio.pazos,BR,H,,,,,549,499,548,,
4506114,45-49,Viviane RAMOS FREIRE,4506114.viviane.ramosfreire,BR,F,,,,,491,489,,,
4507392,20-34,Gabriel TEODORO,4507392.gabriel.teodoro,BR,H,,,,,328,330,,,
4547518,45-49,Eust�quio J�NIOR,4547518.eustaquio.junior,BR,H,,,,,428,359,427,,
4702452,20-34,Beatriz FERREIRA,4702452.beatriz.ferreira,BR,F,,LIFE RUNNERS BRASIL,,,556,514,558,,
4746998,20-34,Nat� VALERIANO,4746998.nata.valeriano,BR,H,,,,,679,677,655,,
4747086,65-69,Rhelman QUEIROZ,4747086.rhelman.queiroz,BR,H,,,,,501,502,472,,
4772870,20-34,Greiciane CARVALHO SE OLIVEIRA,4772870.greiciane.carvalhoseoliveira,BR,F,,,,,445,446,,,
4891780,40-44,Marnie FORTES,4891780.marnie.fortes,BR,F,,,,,551,545,537,,
4891816,40-44,Bruno MAIA,4891816.bruno.maia,BR,H,,,,,440,406,441,,
4914345,20-34,Fellipe COSTA,4914345.fellipe.costa,BR,H,,,,,431,433,,,
4914473,20-34,Mateus BRAGA,4914473.mateus.braga,BR,H,,,,,550,,551,,
4914541,60-64,Antonio BRAGA,4914541.antonio.braga,BR,H,,,,,391,392,,,
4914827,50-54,Sandro PADILHA,4914827.sandro.padilha,BR,H,,,,,430,400,430,,
4915015,20-34,Ewelin CRISTINA RIBEIRO DE MELLO,4915015.ewelin.cristinaribeirodemello,BR,F,,,,,543,538,542,,
4915355,60-64,Justiniano G FIGUEIREDO NETO,4915355.justiniano.gfigueiredoneto,BR,H,,,,,473,474,454,,
4919693,55-59,Jose SOUZA,4919693.jose.souza,BR,H,,,,,440,423,440,,
4989630,45-49,Hudson SANTOS,4989630.hudson.santos,BR,H,,,,,630,628,552,,
4989648,20-34,Fl�via BRANCO,4989648.flavia.branco,BR,F,,,,,489,488,,,
4989664,40-44,Marisa MACEDO,4989664.marisa.macedo,BR,F,,,,,483,485,,,
5005294,35-39,Amauri RODRIGUES,5005294.amauri.rodrigues,BR,H,,,,,567,565,,,
5005354,50-54,Silvana SILVA,5005354.silvana.silva,BR,F,,,,,352,351,,,
5027174,20-34,Valdir GONCALVES TOLEDO,5027174.valdir.goncalvestoledo,BR,H,,,,,638,628,637,,
5028296,20-34,Lucas JESUS SERRA,5028296.lucas.jesusserra,BR,H,,,,,605,607,,,
5028394,60-64,Luis CARLOS FRANCO DE ALMEIDA,5028394.luis.carlosfrancodealmeida,BR,H,,,,,432,433,,,
5028570,40-44,Jorge FERREIRA DA SILVA FILHO,5028570.jorge.ferreiradasilvafilho,BR,H,,,,,348,350,,,
5086586,35-39,Anderson SABINO DA FONSECA,5086586.anderson.sabinodafonseca,BR,H,,,,,584,583,511,,
5086610,35-39,Claudia CAMINO GASTALDO,5086610.claudia.caminogastaldo,BR,F,,,,,537,539,,,
5123579,35-39,Vera LUCIA GUIMARAES,5123579.vera.luciaguimaraes,BR,F,,,,,373,374,,,
5146574,20-34,Mayara GRECCO,5146574.mayara.grecco,BR,F,,,,,497,366,496,,
5233436,20-34,Rafael SILVA,5233436.rafael.silva,BR,H,,,,,676,679,,,
5303386,20-34,Mariana ROSSETTI,5303386.mariana.rossetti,BR,F,,,,,486,488,,,
5331998,45-49,Caio CESAR DE OLIVEIRA FILHO,5331998.caio.cesardeoliveirafilho,BR,H,,,,,520,522,,,
5409858,35-39,Marcelo JUNIOR,5409858.marcelo.junior,BR,H,,,,,421,422,,,
5485817,20-34,Bruno BULLE COSTA ESTEVES,5485817.bruno.bullecostaesteves,BR,H,,,,,684,687,,,
5485942,40-44,Flavio LHOPES,5485942.flavio.lhopes,BR,H,,,,,448,449,,,
5514678,20-34,Lucas DINIZ,5514678.lucas.diniz,BR,H,,,,,407,373,409,,
5571507,35-39,Gabriel MOTTA,5571507.gabriel.motta,BR,H,,,,,525,527,,,
5610347,35-39,Diogo FRAN�A,5610347.diogo.franca,BR,H,,,,,531,533,,,
5712904,20-34,Louise LIMA,5712904.louise.lima,BR,F,Gremio Esportivo Atletismo Brasil,Prof Jean Piere,,,530,532,487,,
5882234,20-34,Maicon DENIS TEIXEIRA,5882234.maicon.denisteixeira,BR,H,,,,,695,698,670,,
5882238,40-44,Gislei GUIMAR�ES,5882238.gislei.guimaraes,BR,H,,,,,675,677,,,
5882240,20-34,Dijalma MOREIRA DA SILVA,5882240.dijalma.moreiradasilva,BR,H,,,,,675,677,,,
5882244,35-39,Fabr�cio CASTRO,5882244.fabricio.castro,BR,H,,,,,634,636,,,
5882246,20-34,Emanuel DA SILVA FERREIRA,5882246.emanuel.dasilvaferreira,BR,H,,,,,625,627,,,
5882248,20-34,Jos� WELLINGTON,5882248.jose.wellington,BR,H,,,,,619,621,,,
5882250,55-59,Antonio GONCALVES,5882250.antonio.goncalves,BR,H,,,,,608,611,,,
5882260,35-39,Bernardo BIAGIONI,5882260.bernardo.biagioni,BR,H,,,,,589,591,,,
5882262,20-34,Artur AUGUSTO DE LIMA SILVA,5882262.artur.augustodelimasilva,BR,H,,,,,582,584,,,
5882264,45-49,Marcio GABRIEL,5882264.marcio.gabriel,BR,H,,,,,582,584,,,
5882266,20-34,Mikael MARTINS,5882266.mikael.martins,BR,H,,,,,678,583,679,,
5882272,20-34,Leandro SILVA,5882272.leandro.silva,BR,H,,,,,557,559,,,
5882276,40-44,Gerjane OLIVEIRA SILVA,5882276.gerjane.oliveirasilva,BR,H,,,,,546,548,,,
5882292,40-44,Daniel MENDES,5882292.daniel.mendes,BR,H,,,,,523,525,,,
5882294,35-39,Josu� CARMO DE ALMEIDA LOURES,5882294.josue.carmodealmeidaloures,BR,H,,,,,513,516,,,
5882298,20-34,Gideon LIMA,5882298.gideon.lima,BR,H,,,,,512,514,,,
5882300,35-39,Roberto VERTELLO DOS SANTOS,5882300.roberto.vertellodossantos,BR,H,,,,,511,513,,,
5882302,35-39,Mayani ANDRADE DE JESUS,5882302.mayani.andradedejesus,BR,F,,,,,507,509,,,
5882308,35-39,Rafael SILVA,5882308.rafael.silva,BR,H,,,,,494,496,,,
5882310,40-44,Alexandre REIS FERREIRA,5882310.alexandre.reisferreira,BR,H,,,,,492,494,,,
5882316,20-34,Lu�s GUSTAVO SOUZA ABREU,5882316.luis.gustavosouzaabreu,BR,H,,,,,480,482,,,
5882318,40-44,Cassia MUNIZ SANTIAGO RODRIGUES,5882318.cassia.munizsantiagorodrigues,BR,F,,,,,480,482,,,
5882324,35-39,Fabr�cio VAZ LOPES,5882324.fabricio.vazlopes,BR,H,,,,,474,476,,,
5882326,20-34,Carlos EDUARDO DOS SANTOS DE J. FONSECA,5882326.carlos.eduardodossantosdej-fonseca,BR,H,,,,,472,474,,,
5882328,20-34,Vinicius FERREIRA PERES,5882328.vinicius.ferreiraperes,BR,H,,,,,471,473,,,
5882330,40-44,Felipe FURTADO DA SILVA,5882330.felipe.furtadodasilva,BR,H,,,,,471,473,,,
5882332,35-39,Paloma ALBUQUERQUE,5882332.paloma.albuquerque,BR,F,,,,,471,473,,,
5882336,50-54,Alexandre TADEU FRAN�A,5882336.alexandre.tadeufranca,BR,H,,,,,467,469,,,
5882350,45-49,Felipe GONTIJO,5882350.felipe.gontijo,BR,H,,,,,456,457,,,
5882354,35-39,Luciano ANT�NIO RIBEIRO,5882354.luciano.antonioribeiro,BR,H,,,,,501,503,,,
5882356,45-49,Marcelo MOREIRA FERREIRA,5882356.marcelo.moreiraferreira,BR,H,,,,,449,451,,,
5882358,40-44,Elizabeth APARECIDA DA CONCEI��O,5882358.elizabeth.aparecidadaconceicao,BR,F,,,,,449,451,,,
5882360,35-39,Vitor MANGUALDE,5882360.vitor.mangualde,BR,H,,,,,446,448,,,
5882362,55-59,Elimar GOMES MACHADO,5882362.elimar.gomesmachado,BR,H,,,,,446,448,,,
5882368,20-34,Higor SILVA,5882368.higor.silva,BR,H,,,,,439,440,,,
5882376,45-49,Felipe ATAIDE,5882376.felipe.ataide,BR,H,,,,,427,428,,,
5882382,35-39,Danillo ALMEIDA,5882382.danillo.almeida,BR,H,,,,,421,423,,,
5882384,40-44,Thiago SANTOS,5882384.thiago.santos,BR,H,,,,,419,421,,,
5882400,40-44,Fernando IZABEL,5882400.fernando.izabel,BR,H,,,,,415,416,,,
5882408,50-54,Luiz CLAUDIO COSTA,5882408.luiz.claudiocosta,BR,H,,,,,407,409,,,
5882416,40-44,Fernanda C�SSIA DA SILVA,5882416.fernanda.cassiadasilva,BR,F,,,,,401,403,,,
5882418,20-34,Gabriella CORREIA DE ALMEIDA,5882418.gabriella.correiadealmeida,BR,F,,,,,397,399,,,
5882434,35-39,Diones GOMES,5882434.diones.gomes,BR,H,,,,,388,390,,,
